EmployeeNumber,Age,Tenure,Turnover,HourlyRate ,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn,Salary_Math_Consistent,Salary_Inconsistency_Severity,Salary_Needs_Review,Salary_Issue_Details,AnnualSalary_outlier_flag,DrivingCommuterDistance_outlier_flag
4805,46,10,No,44.02,40,Salary,91561.6,33.0,Research,Female,Single,1.0,22.0,Mail Check,No,True,NONE,False,,False,False
4806,50,19,No,63.9,40,Salary,132912.0,87.0,Laboratory,Male,Divorced,6.0,23.0,Mail Check,Yes,True,NONE,False,,False,False
4807,36,6,No,27.08,40,Salary,56326.4,49.0,Research,Male,Single,3.0,5.0,Mail Check,Yes,True,NONE,False,,False,False
4808,55,14,No,63.37,40,Salary,132809.6,17.0,Marketing,Female,Married,6.0,10.0,Direct Deposit,Yes,True,NONE,False,,False,False
4809,59,20,No,65.87,40,Salary,137009.6,49.0,Laboratory,Female,Single,1.0,25.0,Mail Check,No,True,NONE,False,,False,False
4810,49,14,No,56.28,40,Salary,116854.4,16.0,Research,Female,Single,5.0,24.0,Mail Check,No,True,NONE,False,,False,False
4811,55,5,No,75.69,40,Salary,157435.2,54.0,Manufacturing,Female,Divorced,6.0,19.0,Mail Check,Yes,True,NONE,False,,False,False
4812,59,13,Yes,39.24,40,Salary,81633.2,37.0,Sales,Male,Single,6.0,18.0,Direct Deposit,Yes,True,NONE,False,,False,False
4813,37,8,No,84.77,40,Salary,176321.6,85.0,Research,Female,Divorced,1.0,8.0,Mail Check,Yes,True,NONE,False,,False,False
4814,37,6,Yes,33.89,40,Salary,70491.2,77.0,Research,Male,Married,5.0,20.0,Mail Check,Yes,True,NONE,False,,False,False
4815,61,15,Yes,97.08,40,Salary,203326.4,14.0,Sales,Female,Divorced,7.0,10.0,Direct Deposit,Yes,True,NONE,False,,False,False
4816,43,4,Yes,32.09,40,Salary,66747.2,88.0,Manufacturing,Male,Divorced,7.0,10.0,Mail Check,No,True,NONE,False,,False,False
4817,46,15,Yes,45.6,40,Salary,94848.0,27.0,Sales,Female,Single,3.0,23.0,Mail Check,No,True,NONE,False,,False,False
4818,22,1,Yes,21.33,40,Salary,44366.4,39.0,Sales,Male,Single,3.0,8.0,Mail Check,Yes,True,NONE,False,,False,False
4819,45,6,No,55.15,40,Salary,114712.0,77.0,Sales,Male,Single,6.0,18.0,Mail Check,No,True,NONE,False,,False,False
4820,59,14,No,69.33,40,Salary,144206.4,30.0,Laboratory,Female,Married,8.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
4821,53,6,No,44.28,40,Salary,92894.4,13.0,Research,Male,Divorced,9.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
4822,21,1,No,17.79,40,Salary,37003.2,89.0,Information Technology,Female,Single,1.0,12.0,Direct Deposit,Yes,True,NONE,False,,False,False
4823,49,5,No,95.1,40,Salary,337808.0,6.0,Research,Female,Married,3.0,15.0,Mail Check,Yes,False,MAJOR,True,"Expected $197,808 but shows $337,808 (70.8% difference)",True,False
4824,50,19,Yes,77.75,40,Salary,161720.0,84.0,Sales,Male,Single,5.0,9.0,Mail Check,No,True,NONE,False,,False,False
4825,50,17,No,37.51,40,Salary,78020.8,56.0,Laboratory,Female,Divorced,1.0,25.0,Mail Check,Yes,True,NONE,False,,False,False
4826,44,6,No,43.35,40,Salary,90168.0,94.0,Human Resources,Male,Married,6.0,5.0,Mail Check,Yes,True,NONE,False,,False,False
4827,48,5,No,76.35,40,Salary,158808.0,77.0,Human Resources,Male,Married,1.0,11.0,Mail Check,Yes,True,NONE,False,,False,False
4828,43,4,Yes,43.68,40,Salary,90854.4,77.0,Information Technology,Female,Divorced,8.0,13.0,Mail Check,Yes,True,NONE,False,,False,False
4829,24,1,No,21.97,40,Salary,45697.6,49.0,Healthcare,Female,Married,2.0,16.0,Mail Check,No,True,NONE,False,,False,False
4830,39,6,Yes,58.41,40,Salary,121492.8,27.0,Sales,Female,Married,3.0,8.0,Mail Check,Yes,True,NONE,False,,False,False
4831,35,10,Yes,28.59,40,Salary,38667.2,49.0,Information Technology,Female,Single,1.0,14.0,Direct Deposit,Yes,False,MODERATE,True,"Expected $59,467 but shows $38,667 (35.0% difference)",False,False
4832,37,2,No,53.38,40,Salary,111030.4,23.0,Healthcare,Female,Married,3.0,18.0,Mail Check,Yes,True,NONE,False,,False,False
4833,42,1,Yes,59.61,40,Salary,123988.8,81.0,Human Resources,Female,Divorced,3.0,18.0,Mail Check,Yes,True,NONE,False,,False,False
4834,60,11,No,91.86,40,Salary,331068.8,3.0,Research,Female,Single,9.0,9.0,Direct Deposit,No,False,MAJOR,True,"Expected $191,069 but shows $331,069 (73.3% difference)",True,False
4835,51,17,No,93.91,40,Salary,335332.8,49.0,Healthcare,Female,Married,1.0,14.0,Mail Check,Yes,False,MAJOR,True,"Expected $195,333 but shows $335,333 (71.7% difference)",True,False
4836,37,9,Yes,81.75,40,Salary,170040.0,72.0,Research,Female,Divorced,5.0,14.0,Mail Check,Yes,True,NONE,False,,False,False
4837,39,1,No,74.85,40,Salary,155688.0,75.0,Sales,Male,Single,3.0,14.0,Mail Check,No,True,NONE,False,,False,False
4838,35,5,Yes,27.06,40,Salary,56284.8,49.0,Sales,Male,Divorced,2.0,22.0,Mail Check,No,True,NONE,False,,False,False
4839,37,1,Yes,27.73,40,Salary,57678.4,47.0,Information Technology,Female,Married,3.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
4840,47,8,No,82.06,40,Salary,170684.8,86.0,Information Technology,Female,Divorced,1.0,12.0,Mail Check,Yes,True,NONE,False,,False,False
4841,44,8,No,38.28,40,Salary,79622.4,68.0,Marketing,Male,Single,3.0,19.0,Mail Check,Yes,True,NONE,False,,False,False
4842,33,1,Yes,24.5,40,Salary,50960.0,79.0,Manufacturing,Female,Divorced,2.0,14.0,Direct Deposit,Yes,True,NONE,False,,False,False
4843,25,3,Yes,22.3,40,Salary,46384.0,3.0,Laboratory,Male,Single,3.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
4844,36,6,Yes,39.63,40,Salary,82430.4,81.0,Human Resources,Female,Married,1.0,11.0,Mail Check,Yes,True,NONE,False,,False,False
4845,51,20,No,57.8,40,Salary,120224.0,49.0,Laboratory,Male,Divorced,1.0,13.0,Mail Check,Yes,True,NONE,False,,False,False
4846,56,7,Yes,32.48,40,Salary,67558.4,87.0,Sales,Male,Married,5.0,10.0,Mail Check,Yes,True,NONE,False,,False,False
4847,58,8,No,66.52,40,Salary,138361.6,59.0,Healthcare,Male,Single,1.0,15.0,Direct Deposit,No,True,NONE,False,,False,False
4848,30,3,Yes,22.85,40,Salary,47528.0,16.0,Human Resources,Female,Married,1.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
4849,38,5,No,45.21,40,Salary,94036.8,27.0,Manufacturing,Female,Married,4.0,16.0,Mail Check,Yes,True,NONE,False,,False,False
4850,53,10,Yes,32.76,40,Salary,68140.8,28.0,Human Resources,Female,Married,6.0,10.0,Direct Deposit,Yes,True,NONE,False,,False,False
4851,59,11,No,65.27,40,Salary,135761.6,20.0,Healthcare,Male,Single,7.0,9.0,Mail Check,No,True,NONE,False,,False,False
4852,43,1,No,83.46,40,Salary,173596.8,8.0,Information Technology,Male,Married,3.0,24.0,Mail Check,Yes,True,NONE,False,,False,False
4853,59,11,No,65.6,40,Salary,136448.0,26.0,Marketing,Female,Divorced,5.0,17.0,Mail Check,Yes,True,NONE,False,,False,False
4854,55,8,Yes,31.25,40,Salary,65000.0,42.0,Manufacturing,Male,Single,4.0,13.0,Mail Check,Yes,True,NONE,False,,False,False
4855,56,17,Yes,96.62,40,Salary,200969.6,6.0,Research,Female,Divorced,1.0,15.0,Direct Deposit,Yes,True,NONE,False,,False,False
4856,35,6,No,26.27,40,Salary,54641.6,6.0,Marketing,Female,Divorced,4.0,5.0,Mail Check,No,True,NONE,False,,False,False
4857,59,19,No,85.39,40,Salary,177611.2,30.0,Research,Female,Single,3.0,15.0,Mail Check,No,True,NONE,False,,False,False
4858,42,5,No,46.94,40,Salary,97635.2,67.0,Sales,Male,Married,2.0,5.0,Mail Check,Yes,True,NONE,False,,False,False
4859,29,6,Yes,25.34,40,Salary,52707.2,49.0,Information Technology,Male,Married,3.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
4860,35,10,No,24.02,40,Salary,49961.6,49.0,Research,Male,Divorced,4.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
4861,56,9,Yes,59.41,40,Salary,123572.8,49.0,Marketing,Female,Divorced,6.0,5.0,Mail Check,Yes,True,NONE,False,,False,False
4862,44,5,No,56.3,40,Salary,117104.0,46.0,Sales,Male,Married,8.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
4863,45,17,Yes,84.49,40,Salary,175739.2,88.0,Research,Female,Single,7.0,15.0,Mail Check,No,True,NONE,False,,False,False
4864,57,19,No,96.1,40,Salary,339888.0,89.0,Human Resources,Male,Divorced,8.0,7.0,Mail Check,Yes,False,MAJOR,True,"Expected $199,888 but shows $339,888 (70.0% difference)",True,False
4865,38,6,No,49.11,40,Salary,102148.8,54.0,Information Technology,Male,Married,5.0,22.0,Mail Check,Yes,True,NONE,False,,False,False
4866,39,3,No,26.55,40,Salary,55224.0,89.0,Research,Male,Single,1.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
4867,37,8,No,40.0,40,Salary,83200.0,44.0,Research,Female,Single,4.0,15.0,Direct Deposit,Yes,True,NONE,False,,False,False
4868,57,5,No,84.86,40,Salary,176508.8,49.0,Sales,Female,Divorced,6.0,23.0,Mail Check,Yes,True,NONE,False,,False,False
4869,59,13,Yes,97.86,40,Salary,203548.8,12.0,Sales,Female,Single,2.0,16.0,Direct Deposit,No,True,NONE,False,,False,False
4870,57,8,Yes,72.82,40,Salary,151465.6,49.0,Sales,Female,Married,3.0,10.0,Mail Check,Yes,True,NONE,False,,False,False
4871,55,16,No,65.95,40,Salary,137176.0,3.0,Marketing,Prefer Not to Answer,Married,6.0,15.0,Direct Deposit,Yes,True,NONE,False,,False,False
4872,36,4,Yes,26.33,40,Salary,54475.2,56.0,Research,Female,Married,6.0,6.0,Mail Check,Yes,True,NONE,False,,False,False
4873,53,13,Yes,60.29,40,Salary,125403.2,92.0,Marketing,Male,Single,7.0,14.0,Direct Deposit,No,True,NONE,False,,False,False
4874,36,1,No,57.53,40,Salary,133662.4,29.0,Research,Male,Single,2.0,15.0,Mail Check,No,False,MINOR,True,"Expected $119,662 but shows $133,662 (11.7% difference)",False,False
4875,46,20,Yes,37.44,40,Salary,77875.2,93.0,Healthcare,Female,Single,7.0,14.0,Mail Check,Yes,True,NONE,False,,False,False
4876,34,5,Yes,24.59,40,Salary,51147.2,37.0,Research,Female,Divorced,4.0,21.0,Mail Check,Yes,True,NONE,False,,False,False
4877,44,9,Yes,57.74,40,Salary,120099.2,37.0,Research,Female,Divorced,5.0,22.0,Mail Check,Yes,True,NONE,False,,False,False
4878,42,3,No,60.16,40,Salary,125132.8,34.0,Information Technology,Female,Married,8.0,17.0,Mail Check,Yes,True,NONE,False,,False,False
4879,41,1,No,74.32,40,Salary,154585.6,78.0,Manufacturing,Male,Divorced,8.0,12.0,Direct Deposit,Yes,True,NONE,False,,False,False
4880,40,7,No,30.65,40,Salary,63752.0,79.0,Sales,Female,Married,6.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
4881,59,16,Yes,61.93,40,Salary,128814.4,49.0,Marketing,Female,Married,1.0,21.0,Mail Check,Yes,True,NONE,False,,False,False
4882,60,16,Yes,62.06,40,Salary,129084.8,20.0,Human Resources,Female,Single,3.0,15.0,Mail Check,No,True,NONE,False,,False,False
4883,33,1,No,23.44,40,Salary,48755.2,49.0,Healthcare,Male,Divorced,4.0,22.0,Mail Check,No,True,NONE,False,,False,False
4884,42,4,Yes,53.93,40,Salary,112174.4,25.0,Sales,Male,Married,1.0,24.0,Mail Check,Yes,True,NONE,False,,False,False
4885,30,2,Yes,25.95,40,Salary,53976.0,23.0,Sales,Male,Married,1.0,8.0,Mail Check,No,True,NONE,False,,False,False
4886,50,7,No,84.88,40,Salary,176550.4,49.0,Research,Female,Single,4.0,13.0,Direct Deposit,No,True,NONE,False,,False,False
4887,44,7,No,69.36,40,Salary,144268.8,76.0,Research,Female,Divorced,6.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
4888,36,8,Yes,72.7,40,Salary,151216.0,59.0,Research,Male,Single,5.0,8.0,Mail Check,No,True,NONE,False,,False,False
4889,58,15,No,80.33,40,Salary,167086.4,71.0,Manufacturing,Male,Divorced,1.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
4890,54,7,No,49.46,40,Salary,102876.8,8.0,Human Resources,Female,Single,1.0,10.0,Mail Check,No,True,NONE,False,,False,False
4891,58,6,Yes,80.29,40,Salary,167003.2,66.0,Research,Male,Single,5.0,15.0,Mail Check,No,True,NONE,False,,False,False
4892,37,5,Yes,50.0,40,Salary,104000.0,49.0,Laboratory,Male,Divorced,4.0,12.0,Mail Check,Yes,True,NONE,False,,False,False
4893,37,9,No,91.48,40,Salary,330278.4,24.0,Research,Female,Single,2.0,15.0,Mail Check,No,False,MAJOR,True,"Expected $190,278 but shows $330,278 (73.6% difference)",True,False
4894,42,1,No,76.38,40,Salary,158870.4,1.0,Sales,Prefer Not to Answer,Married,9.0,16.0,Direct Deposit,Yes,True,NONE,False,,False,False
4895,57,10,Yes,35.85,40,Salary,74568.0,23.0,Healthcare,Male,Married,6.0,12.0,Mail Check,Yes,True,NONE,False,,False,False
4896,39,9,Yes,53.53,40,Salary,111342.4,31.0,Research,Female,Married,5.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
4897,33,8,No,29.88,40,Salary,62150.4,9.0,Research,Male,Divorced,2.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
4898,49,16,Yes,51.29,40,Salary,106683.2,53.0,Research,Female,Married,1.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
4899,43,3,No,97.24,40,Salary,202259.2,81.0,Manufacturing,Female,Divorced,6.0,17.0,Mail Check,Yes,True,NONE,False,,False,False
4900,60,14,No,42.81,40,Salary,89044.8,17.0,Research,Female,Married,1.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
4901,51,6,Yes,82.84,40,Salary,172307.2,83.0,Marketing,Female,Married,9.0,25.0,Mail Check,Yes,True,NONE,False,,False,False
4902,40,9,No,60.07,40,Salary,124945.6,4.0,Research,Female,Single,8.0,16.0,Mail Check,No,True,NONE,False,,False,False
4903,37,2,No,67.28,40,Salary,139734.4,49.0,Human Resources,Female,Married,2.0,18.0,Mail Check,Yes,True,NONE,False,,False,False
4904,59,16,No,45.87,40,Salary,95409.6,84.0,Research,Male,Married,7.0,23.0,Mail Check,Yes,True,NONE,False,,False,False
4905,32,1,No,25.39,40,Salary,52811.2,72.0,Laboratory,Female,Divorced,3.0,6.0,Mail Check,No,True,NONE,False,,False,False
4906,33,9,No,25.23,40,Salary,52478.4,51.0,Marketing,Female,Divorced,3.0,25.0,Mail Check,No,True,NONE,False,,False,False
4907,37,7,No,36.78,40,Salary,76502.4,3.0,Marketing,Male,Single,5.0,6.0,Mail Check,Yes,True,NONE,False,,False,False
4908,59,10,No,67.79,40,Salary,141003.2,42.0,Laboratory,Female,Single,7.0,15.0,Mail Check,No,True,NONE,False,,False,False
4909,53,17,No,89.15,40,Salary,285432.0,26.0,Sales,Female,Single,3.0,15.0,Mail Check,No,False,MAJOR,True,"Expected $185,432 but shows $285,432 (53.9% difference)",False,False
4910,52,13,No,38.46,40,Salary,79996.8,28.0,Laboratory,Male,Married,6.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
4911,59,7,No,43.87,40,Salary,91249.6,52.0,Sales,Female,Married,8.0,20.0,Mail Check,Yes,True,NONE,False,,False,False
4912,43,1,No,58.66,40,Salary,122012.8,13.0,Sales,Female,Single,8.0,24.0,Direct Deposit,No,True,NONE,False,,False,False
4913,56,19,No,60.71,40,Salary,126276.8,7.0,Manufacturing,Female,Divorced,6.0,18.0,Mail Check,Yes,True,NONE,False,,False,False
4914,58,5,No,44.44,40,Salary,92435.2,84.0,Research,Male,Divorced,9.0,17.0,Direct Deposit,Yes,True,NONE,False,,False,False
4915,54,18,No,54.28,40,Salary,112694.4,47.0,Healthcare,Female,Single,6.0,19.0,Direct Deposit,No,True,NONE,False,,False,False
4916,34,7,Yes,28.48,40,Salary,59238.4,17.0,Laboratory,Female,Divorced,4.0,5.0,Mail Check,No,True,NONE,False,,False,False
4917,42,6,No,84.25,40,Salary,175240.0,49.0,Healthcare,Female,Married,5.0,15.0,Direct Deposit,Yes,True,NONE,False,,False,False
4918,29,4,Yes,23.05,40,Salary,47944.0,50.0,Research,Male,Single,2.0,10.0,Mail Check,Yes,True,NONE,False,,False,False
4919,36,5,Yes,76.01,40,Salary,158100.8,50.0,Human Resources,Female,Married,3.0,6.0,Mail Check,Yes,True,NONE,False,,False,False
4920,39,6,No,79.83,40,Salary,166046.4,64.0,Marketing,Female,Divorced,4.0,12.0,Mail Check,Yes,True,NONE,False,,False,False
4921,34,9,No,29.88,40,Salary,62150.4,49.0,Manufacturing,Female,Divorced,4.0,11.0,Mail Check,No,True,NONE,False,,False,False
4922,33,9,Yes,24.63,40,Salary,51230.4,70.0,Sales,Male,Married,6.0,14.0,Mail Check,No,True,NONE,False,,False,False
4923,55,20,Yes,45.02,40,Salary,93641.6,10.0,Marketing,Female,Divorced,9.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
4924,49,12,No,57.28,40,Salary,128934.4,7.0,Research,Female,Married,1.0,25.0,Mail Check,Yes,True,NONE,False,,False,False
4925,42,8,No,96.77,40,Salary,201281.6,26.0,Healthcare,Female,Divorced,1.0,13.0,Direct Deposit,Yes,True,NONE,False,,False,False
4926,49,9,No,34.3,40,Salary,71344.0,83.0,Research,Female,Single,2.0,20.0,Mail Check,Yes,True,NONE,False,,False,False
4927,58,16,Yes,46.57,40,Salary,96865.6,30.0,Manufacturing,Female,Married,5.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
4928,41,1,No,45.99,40,Salary,95659.2,44.0,Sales,Male,Single,2.0,7.0,Mail Check,No,True,NONE,False,,False,False
4929,51,16,No,53.33,40,Salary,110926.4,95.0,Research,Female,Divorced,5.0,16.0,Mail Check,Yes,True,NONE,False,,False,False
4930,46,19,Yes,55.7,40,Salary,115856.0,36.0,Healthcare,Female,Divorced,6.0,16.0,Direct Deposit,Yes,True,NONE,False,,False,False
4931,51,7,No,32.49,40,Salary,67579.2,61.0,Sales,Male,Married,9.0,23.0,Mail Check,Yes,True,NONE,False,,False,False
4932,31,5,No,31.12,40,Salary,64729.6,24.0,Marketing,Male,Single,3.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
4933,54,9,No,38.81,40,Salary,80724.8,39.0,Human Resources,Female,Divorced,1.0,6.0,Mail Check,Yes,True,NONE,False,,False,False
4934,40,9,No,59.17,40,Salary,123073.6,63.0,Human Resources,Male,Married,6.0,22.0,Mail Check,Yes,True,NONE,False,,False,False
4935,38,5,No,39.24,40,Salary,81633.2,59.0,Research,Male,Married,6.0,15.0,Direct Deposit,Yes,True,NONE,False,,False,False
4936,57,10,Yes,77.68,40,Salary,161574.4,64.0,Sales,Female,Single,1.0,14.0,Direct Deposit,No,True,NONE,False,,False,False
4937,51,17,Yes,61.53,40,Salary,127982.4,62.0,Healthcare,Male,Single,6.0,15.0,Direct Deposit,No,True,NONE,False,,False,False
4938,46,10,Yes,86.72,40,Salary,280377.6,36.0,Human Resources,Male,Single,7.0,8.0,Mail Check,No,False,MAJOR,True,"Expected $180,378 but shows $280,378 (55.4% difference)",False,False
4939,46,19,No,63.67,40,Salary,132433.6,73.0,Manufacturing,Male,Single,9.0,16.0,Mail Check,No,True,NONE,False,,False,False
4940,24,1,No,17.43,40,Salary,36254.4,95.0,Sales,Female,Married,1.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
4941,51,16,No,63.08,40,Salary,131206.4,35.0,Information Technology,Male,Single,8.0,7.0,Mail Check,No,True,NONE,False,,False,False
4942,58,12,No,92.13,40,Salary,331630.4,53.0,Sales,Male,Married,3.0,13.0,Mail Check,Yes,False,MAJOR,True,"Expected $191,630 but shows $331,630 (73.1% difference)",True,False
4943,52,9,Yes,81.59,40,Salary,169707.2,45.0,Human Resources,Female,Married,4.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
4944,54,9,No,56.98,40,Salary,128528.4,68.0,Manufacturing,Female,Married,8.0,13.0,Mail Check,Yes,True,NONE,False,,False,False
4945,31,3,Yes,31.14,40,Salary,64771.2,95.0,Sales,Male,Married,2.0,24.0,Mail Check,Yes,True,NONE,False,,False,False
4946,49,19,Yes,67.13,40,Salary,139630.4,27.0,Laboratory,Female,Married,7.0,11.0,Direct Deposit,Yes,True,NONE,False,,False,False
4947,58,19,No,47.48,40,Salary,98758.4,79.0,Research,Female,Married,5.0,5.0,Mail Check,Yes,True,NONE,False,,False,False
4948,45,9,No,68.04,40,Salary,141523.2,49.0,Research,Female,Single,1.0,16.0,Mail Check,No,True,NONE,False,,False,False
4949,51,20,Yes,52.56,40,Salary,109324.8,21.0,Sales,Female,Married,1.0,11.0,Mail Check,Yes,True,NONE,False,,False,False
4950,41,5,No,57.35,40,Salary,133288.0,39.0,Laboratory,Male,Divorced,1.0,9.0,Direct Deposit,Yes,False,MINOR,True,"Expected $119,288 but shows $133,288 (11.7% difference)",False,False
4951,53,12,Yes,89.58,40,Salary,286326.4,49.0,Research,Female,Divorced,1.0,15.0,Mail Check,Yes,False,MAJOR,True,"Expected $186,326 but shows $286,326 (53.7% difference)",False,False
4952,44,14,Yes,56.39,40,Salary,117291.2,99.0,Laboratory,Male,Married,2.0,11.0,Mail Check,Yes,True,NONE,False,,False,False
4953,55,15,No,76.17,40,Salary,158433.6,5.0,Manufacturing,Male,Divorced,7.0,10.0,Direct Deposit,Yes,True,NONE,False,,False,False
4954,43,8,No,39.81,40,Salary,82804.8,21.0,Manufacturing,Female,Divorced,9.0,5.0,Mail Check,Yes,True,NONE,False,,False,False
4955,49,11,Yes,69.23,40,Salary,143998.4,77.0,Research,Male,Married,5.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
4956,32,3,No,24.68,40,Salary,51334.4,49.0,Information Technology,Female,Divorced,2.0,13.0,Direct Deposit,No,True,NONE,False,,False,False
4957,58,6,Yes,65.22,40,Salary,135657.6,96.0,Sales,Female,Divorced,8.0,12.0,Mail Check,Yes,True,NONE,False,,False,False
4958,39,2,Yes,28.59,40,Salary,38667.2,49.0,Manufacturing,Male,Divorced,6.0,6.0,Mail Check,Yes,False,MODERATE,True,"Expected $59,467 but shows $38,667 (35.0% difference)",False,False
4959,56,14,No,83.94,40,Salary,174595.2,41.0,Sales,Female,Single,4.0,15.0,Direct Deposit,No,True,NONE,False,,False,False
4960,52,11,Yes,36.75,40,Salary,76440.0,49.0,Marketing,Female,Single,5.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
4961,36,8,No,47.02,40,Salary,97801.6,99.0,Healthcare,Male,Divorced,4.0,19.0,Mail Check,Yes,True,NONE,False,,False,False
4962,52,8,No,40.14,40,Salary,83491.2,48.0,Sales,Female,Married,6.0,24.0,Mail Check,Yes,True,NONE,False,,False,False
4963,26,3,No,21.91,40,Salary,45572.8,57.0,Sales,Female,Single,2.0,11.0,Direct Deposit,Yes,True,NONE,False,,False,False
4964,23,1,No,20.13,40,Salary,42870.4,88.0,Healthcare,Male,Single,2.0,13.0,Direct Deposit,Yes,True,NONE,False,,False,False
4965,52,11,Yes,62.29,40,Salary,129563.2,36.0,Marketing,Female,Divorced,6.0,13.0,Direct Deposit,Yes,True,NONE,False,,False,False
4966,21,1,Yes,21.53,40,Salary,3782.4,65.0,Research,Male,Single,2.0,24.0,Mail Check,No,False,MAJOR,True,"Expected $44,782 but shows $3,782 (91.6% difference)",False,False
4967,46,18,No,33.35,40,Salary,40248.0,58.0,Information Technology,Female,Single,8.0,23.0,Mail Check,Yes,False,MODERATE,True,"Expected $69,368 but shows $40,248 (42.0% difference)",False,False
4968,38,10,Yes,28.03,40,Salary,58302.4,17.0,Human Resources,Male,Divorced,2.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
4969,42,9,Yes,61.52,40,Salary,127961.6,32.0,Laboratory,Female,Single,6.0,23.0,Direct Deposit,No,True,NONE,False,,False,False
4970,47,13,No,66.88,40,Salary,139110.4,49.0,Human Resources,Female,Divorced,5.0,25.0,Direct Deposit,Yes,True,NONE,False,,False,False
4971,60,17,Yes,35.23,40,Salary,73278.4,5.0,Sales,Male,Divorced,5.0,24.0,Mail Check,Yes,True,NONE,False,,False,False
4972,34,8,Yes,29.08,40,Salary,56484.8,98.0,Marketing,Female,Divorced,1.0,15.0,Mail Check,No,True,NONE,False,,False,False
4973,45,9,No,32.15,40,Salary,66872.0,97.0,Research,Male,Single,8.0,15.0,Direct Deposit,Yes,True,NONE,False,,False,False
4974,38,1,No,62.79,40,Salary,130603.2,26.0,Information Technology,Female,Married,2.0,10.0,Mail Check,Yes,True,NONE,False,,False,False
4975,24,1,No,22.08,40,Salary,45926.4,39.0,Human Resources,Male,Single,3.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
4976,21,1,Yes,20.15,40,Salary,43312.0,24.0,Manufacturing,Male,Married,3.0,15.0,Direct Deposit,No,True,NONE,False,,False,False
4977,57,10,Yes,33.97,40,Salary,41537.6,40.0,Healthcare,Female,Single,7.0,10.0,Direct Deposit,Yes,False,MODERATE,True,"Expected $70,658 but shows $41,538 (41.2% difference)",False,False
4978,48,20,Yes,51.22,40,Salary,106537.6,5.0,Sales,Male,Married,2.0,7.0,Mail Check,Yes,True,NONE,False,,False,False
4979,58,11,No,82.55,40,Salary,171704.0,22.0,Healthcare,Female,Married,8.0,24.0,Mail Check,Yes,True,NONE,False,,False,False
4980,40,10,No,25.88,40,Salary,53830.4,35.0,Marketing,Male,Single,8.0,15.0,Direct Deposit,Yes,True,NONE,False,,False,False
4981,46,10,Yes,36.64,40,Salary,76211.2,76.0,Research,Male,Divorced,1.0,18.0,Mail Check,Yes,True,NONE,False,,False,False
4982,56,13,Yes,33.04,40,Salary,68723.2,7.0,Sales,Male,Single,6.0,18.0,Direct Deposit,Yes,True,NONE,False,,False,False
4983,41,1,Yes,74.44,40,Salary,154835.2,72.0,Laboratory,Female,Divorced,3.0,10.0,Mail Check,Yes,True,NONE,False,,False,False
4984,42,7,No,69.13,40,Salary,143790.4,58.0,Sales,Male,Single,7.0,15.0,Direct Deposit,No,True,NONE,False,,False,False
4985,59,11,Yes,34.44,40,Salary,71635.2,58.0,Marketing,Female,Divorced,1.0,12.0,Mail Check,No,True,NONE,False,,False,False
4986,31,7,No,25.05,40,Salary,52104.0,46.0,Manufacturing,Male,Married,2.0,13.0,Mail Check,Yes,True,NONE,False,,False,False
4987,54,20,Yes,57.34,40,Salary,133267.2,8.0,Laboratory,Male,Married,1.0,21.0,Mail Check,Yes,False,MINOR,True,"Expected $119,267 but shows $133,267 (11.7% difference)",False,False
4988,53,11,No,82.95,40,Salary,172536.0,61.0,Research,Female,Divorced,5.0,21.0,Mail Check,Yes,True,NONE,False,,False,False
4989,31,2,No,29.76,40,Salary,63300.8,34.0,Manufacturing,Female,Single,1.0,22.0,Direct Deposit,Yes,True,NONE,False,,False,False
4990,40,4,Yes,34.81,40,Salary,72404.8,49.0,Healthcare,Female,Single,7.0,21.0,Mail Check,Yes,True,NONE,False,,False,False
