EmployeeNumber,Age,Tenure,Turnover,HourlyRate ,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn,Salary_Math_Consistent,Salary_Inconsistency_Severity,Salary_Needs_Review,Salary_Issue_Details,AnnualSalary_outlier_flag,DrivingCommuterDistance_outlier_flag
4831,35,10,Yes,28.59,40,Salary,38667.2,49.0,Information Technology,Female,Single,1.0,14.0,Direct Deposit,Yes,False,MODERATE,True,"Expected $59,467 but shows $38,667 (35.0% difference)",False,False
4834,60,11,No,91.86,40,Salary,331068.8,3.0,Research,Female,Single,9.0,9.0,Direct Deposit,No,False,MAJOR,True,"Expected $191,069 but shows $331,069 (73.3% difference)",True,False
4835,51,17,No,93.91,40,Salary,335332.8,49.0,Healthcare,Female,Married,1.0,14.0,Mail Check,Yes,False,MAJOR,True,"Expected $195,333 but shows $335,333 (71.7% difference)",True,False
4864,57,19,No,96.1,40,Salary,339888.0,89.0,Human Resources,Male,Divorced,8.0,7.0,Mail Check,Yes,False,MAJOR,True,"Expected $199,888 but shows $339,888 (70.0% difference)",True,False
4874,36,1,No,57.53,40,Salary,133662.4,29.0,Research,Male,Single,2.0,15.0,Mail Check,No,False,MINOR,True,"Expected $119,662 but shows $133,662 (11.7% difference)",False,False
4893,37,9,No,91.48,40,Salary,330278.4,24.0,Research,Female,Single,2.0,15.0,Mail Check,No,False,MAJOR,True,"Expected $190,278 but shows $330,278 (73.6% difference)",True,False
4909,53,17,No,89.15,40,Salary,285432.0,26.0,Sales,Female,Single,3.0,15.0,Mail Check,No,False,MAJOR,True,"Expected $185,432 but shows $285,432 (53.9% difference)",False,False
4938,46,10,Yes,86.72,40,Salary,280377.6,36.0,Human Resources,Male,Single,7.0,8.0,Mail Check,No,False,MAJOR,True,"Expected $180,378 but shows $280,378 (55.4% difference)",False,False
4942,58,12,No,92.13,40,Salary,331630.4,53.0,Sales,Male,Married,3.0,13.0,Mail Check,Yes,False,MAJOR,True,"Expected $191,630 but shows $331,630 (73.1% difference)",True,False
4950,41,5,No,57.35,40,Salary,133288.0,39.0,Laboratory,Male,Divorced,1.0,9.0,Direct Deposit,Yes,False,MINOR,True,"Expected $119,288 but shows $133,288 (11.7% difference)",False,False
4951,53,12,Yes,89.58,40,Salary,286326.4,49.0,Research,Female,Divorced,1.0,15.0,Mail Check,Yes,False,MAJOR,True,"Expected $186,326 but shows $286,326 (53.7% difference)",False,False
4958,39,2,Yes,28.59,40,Salary,38667.2,49.0,Manufacturing,Male,Divorced,6.0,6.0,Mail Check,Yes,False,MODERATE,True,"Expected $59,467 but shows $38,667 (35.0% difference)",False,False
4966,21,1,Yes,21.53,40,Salary,3782.4,65.0,Research,Male,Single,2.0,24.0,Mail Check,No,False,MAJOR,True,"Expected $44,782 but shows $3,782 (91.6% difference)",False,False
4967,46,18,No,33.35,40,Salary,40248.0,58.0,Information Technology,Female,Single,8.0,23.0,Mail Check,Yes,False,MODERATE,True,"Expected $69,368 but shows $40,248 (42.0% difference)",False,False
4977,57,10,Yes,33.97,40,Salary,41537.6,40.0,Healthcare,Female,Single,7.0,10.0,Direct Deposit,Yes,False,MODERATE,True,"Expected $70,658 but shows $41,538 (41.2% difference)",False,False
4987,54,20,Yes,57.34,40,Salary,133267.2,8.0,Laboratory,Male,Married,1.0,21.0,Mail Check,Yes,False,MINOR,True,"Expected $119,267 but shows $133,267 (11.7% difference)",False,False
4999,36,1,Yes,94.62,40,Salary,336809.6,49.0,Human Resources,Female,Single,1.0,15.0,Mail Check,No,False,MAJOR,True,"Expected $196,810 but shows $336,810 (71.1% difference)",True,False
5001,52,10,Yes,87.66,40,Salary,282332.8,24.0,Laboratory,Male,Single,1.0,11.0,Mail Check,No,False,MAJOR,True,"Expected $182,333 but shows $282,333 (54.8% difference)",False,False
5002,49,6,No,87.08,40,Salary,281126.4,13.0,Marketing,Male,Married,1.0,20.0,Mail Check,Yes,False,MAJOR,True,"Expected $181,126 but shows $281,126 (55.2% difference)",False,False
5006,41,9,No,95.26,40,Salary,338140.8,64.0,Research,Female,Single,4.0,13.0,Direct Deposit,No,False,MAJOR,True,"Expected $198,141 but shows $338,141 (70.7% difference)",True,False
5018,44,16,No,95.35,40,Salary,338328.0,3.0,Sales,Female,Married,7.0,18.0,Mail Check,Yes,False,MAJOR,True,"Expected $198,328 but shows $338,328 (70.6% difference)",True,False
5029,41,2,No,89.38,40,Salary,285910.4,51.0,Manufacturing,Female,Married,1.0,16.0,Mail Check,Yes,False,MAJOR,True,"Expected $185,910 but shows $285,910 (53.8% difference)",False,False
5049,61,14,No,87.73,40,Salary,282478.4,80.0,Healthcare,Female,Single,3.0,10.0,Mail Check,No,False,MAJOR,True,"Expected $182,478 but shows $282,478 (54.8% difference)",False,False
5052,48,7,No,90.41,40,Salary,288052.8,12.0,Laboratory,Female,Married,1.0,19.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $188,053 but shows $288,053 (53.2% difference)",False,False
5056,52,6,Yes,91.92,40,Salary,331333.6,38.0,Sales,Female,Divorced,8.0,8.0,Mail Check,Yes,False,MAJOR,True,"Expected $191,194 but shows $331,334 (73.3% difference)",True,False
5061,43,4,No,93.7,40,Salary,334896.0,56.0,Manufacturing,Male,Divorced,6.0,17.0,Mail Check,Yes,False,MAJOR,True,"Expected $194,896 but shows $334,896 (71.8% difference)",True,False
5063,47,13,Yes,90.33,40,Salary,287595.2,93.0,Human Resources,Female,Divorced,2.0,22.0,Mail Check,Yes,False,MAJOR,True,"Expected $187,886 but shows $287,595 (53.1% difference)",False,False
5070,38,9,Yes,93.85,40,Salary,335208.0,4.0,Sales,Female,Married,6.0,17.0,Mail Check,Yes,False,MAJOR,True,"Expected $195,208 but shows $335,208 (71.7% difference)",True,False
5073,56,12,No,91.42,40,Salary,330153.6,70.0,Laboratory,Female,Divorced,5.0,9.0,Mail Check,Yes,False,MAJOR,True,"Expected $190,154 but shows $330,154 (73.6% difference)",True,False
5077,46,17,Yes,57.31,40,Salary,133204.8,29.0,Marketing,Male,Single,9.0,15.0,Mail Check,No,False,MINOR,True,"Expected $119,205 but shows $133,205 (11.7% difference)",False,False
5081,57,12,No,88.27,40,Salary,283601.6,69.0,Human Resources,Female,Married,1.0,15.0,Mail Check,Yes,False,MAJOR,True,"Expected $183,602 but shows $283,602 (54.5% difference)",False,False
5086,41,6,Yes,87.78,40,Salary,282582.4,86.0,Manufacturing,Female,Single,3.0,24.0,Mail Check,No,False,MAJOR,True,"Expected $182,582 but shows $282,582 (54.8% difference)",False,False
5100,51,12,Yes,90.73,40,Salary,288728.4,69.0,Human Resources,Male,Divorced,2.0,15.0,Mail Check,Yes,False,MAJOR,True,"Expected $188,718 but shows $288,728 (53.0% difference)",False,False
5105,38,10,Yes,28.31,40,Salary,38084.8,90.0,Research,Male,Single,1.0,9.0,Mail Check,Yes,False,MODERATE,True,"Expected $58,885 but shows $38,085 (35.3% difference)",False,False
5108,44,14,No,89.88,40,Salary,286950.4,49.0,Sales,Female,Divorced,7.0,7.0,Mail Check,Yes,False,MAJOR,True,"Expected $186,950 but shows $286,950 (53.5% difference)",False,False
5110,42,2,No,89.86,40,Salary,286908.8,95.0,Research,Female,Married,1.0,16.0,Mail Check,Yes,False,MAJOR,True,"Expected $186,909 but shows $286,909 (53.5% difference)",False,False
5112,58,10,No,92.72,40,Salary,332857.6,49.0,Sales,Female,Single,6.0,15.0,Mail Check,No,False,MAJOR,True,"Expected $192,858 but shows $332,858 (72.6% difference)",True,False
5118,60,17,Yes,95.06,40,Salary,337724.8,64.0,Human Resources,Female,Divorced,9.0,8.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $197,725 but shows $337,725 (70.8% difference)",True,False
5125,42,4,No,89.88,40,Salary,286950.4,27.0,Healthcare,Female,Married,1.0,5.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $186,950 but shows $286,950 (53.5% difference)",False,False
5129,26,3,Yes,20.54,40,Salary,1723.2,91.0,Research,Male,Single,3.0,19.0,Mail Check,Yes,False,MAJOR,True,"Expected $42,723 but shows $1,723 (96.0% difference)",False,False
5147,25,3,Yes,21.14,40,Salary,2971.2,37.0,Research,Female,Married,3.0,17.0,Mail Check,Yes,False,MAJOR,True,"Expected $43,971 but shows $2,971 (93.2% difference)",False,False
5151,47,7,No,93.14,40,Salary,333731.2,86.0,Manufacturing,Female,Married,1.0,15.0,Mail Check,Yes,False,MAJOR,True,"Expected $193,731 but shows $333,731 (72.3% difference)",True,False
5159,50,13,Yes,57.66,40,Salary,133932.8,47.0,Healthcare,Female,Divorced,4.0,15.0,Mail Check,Yes,False,MINOR,True,"Expected $119,933 but shows $133,933 (11.7% difference)",False,False
5161,60,13,No,91.49,40,Salary,330299.2,33.0,Marketing,Female,Married,4.0,9.0,Mail Check,Yes,False,MAJOR,True,"Expected $190,299 but shows $330,299 (73.6% difference)",True,False
5162,38,4,Yes,88.67,40,Salary,284433.6,73.0,Manufacturing,Female,Divorced,3.0,22.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $184,434 but shows $284,434 (54.2% difference)",False,False
5164,55,12,Yes,92.33,40,Salary,332046.4,88.0,Human Resources,Female,Married,1.0,7.0,Mail Check,Yes,False,MAJOR,True,"Expected $192,046 but shows $332,046 (72.9% difference)",True,False
5167,46,7,Yes,33.51,40,Salary,40580.8,49.0,Laboratory,Female,Single,2.0,25.0,Mail Check,Yes,False,MODERATE,True,"Expected $69,701 but shows $40,581 (41.8% difference)",False,False
5170,41,7,Yes,95.43,40,Salary,338494.4,24.0,Healthcare,Male,Divorced,2.0,18.0,Mail Check,Yes,False,MAJOR,True,"Expected $198,494 but shows $338,494 (70.5% difference)",True,False
5175,57,20,Yes,96.04,40,Salary,339763.2,25.0,Healthcare,Female,Divorced,8.0,15.0,Mail Check,Yes,False,MAJOR,True,"Expected $199,763 but shows $339,763 (70.1% difference)",True,False
5183,37,7,No,28.55,40,Salary,38584.0,48.0,Human Resources,Male,Married,2.0,7.0,Mail Check,No,False,MODERATE,True,"Expected $59,384 but shows $38,584 (35.0% difference)",False,False
5184,43,1,No,88.53,40,Salary,284142.4,42.0,Sales,Female,Divorced,4.0,5.0,Mail Check,Yes,False,MAJOR,True,"Expected $184,142 but shows $284,142 (54.3% difference)",False,False
5192,42,1,Yes,91.26,40,Salary,289820.8,49.0,Marketing,Male,Divorced,5.0,15.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $189,821 but shows $289,821 (52.7% difference)",True,False
5204,43,9,No,94.66,40,Salary,336892.8,7.0,Research,Female,Divorced,9.0,23.0,Mail Check,Yes,False,MAJOR,True,"Expected $196,893 but shows $336,893 (71.1% difference)",True,False
5212,38,8,No,94.7,40,Salary,336976.0,82.0,Marketing,Female,Single,2.0,20.0,Direct Deposit,No,False,MAJOR,True,"Expected $196,976 but shows $336,976 (71.1% difference)",True,False
5224,38,1,Yes,28.28,40,Salary,37814.4,58.0,Sales,Female,Single,4.0,15.0,Mail Check,Yes,False,MODERATE,True,"Expected $58,822 but shows $37,814 (35.7% difference)",False,False
5225,55,12,No,93.87,40,Salary,335249.6,32.0,Laboratory,Female,Single,4.0,12.0,Direct Deposit,No,False,MAJOR,True,"Expected $195,250 but shows $335,250 (71.7% difference)",True,False
5227,56,19,No,87.56,40,Salary,282124.8,6.0,Manufacturing,Male,Divorced,8.0,10.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $182,125 but shows $282,125 (54.9% difference)",False,False
5240,40,1,Yes,87.96,40,Salary,282956.8,77.0,Research,Female,Single,8.0,15.0,Mail Check,No,False,MAJOR,True,"Expected $182,957 but shows $282,957 (54.7% difference)",False,False
5248,37,2,No,92.34,40,Salary,332067.2,34.0,Marketing,Female,Divorced,2.0,15.0,Mail Check,Yes,False,MAJOR,True,"Expected $192,067 but shows $332,067 (72.9% difference)",True,False
5253,52,20,No,95.52,40,Salary,338681.6,98.0,Sales,Female,Married,7.0,15.0,Mail Check,Yes,False,MAJOR,True,"Expected $198,682 but shows $338,682 (70.5% difference)",True,False
5256,23,1,No,20.71,40,Salary,2076.8,32.0,Research,Male,Married,1.0,17.0,Mail Check,No,False,MAJOR,True,"Expected $43,077 but shows $2,077 (95.2% difference)",False,False
5269,36,4,No,28.33,40,Salary,37835.2,94.0,Marketing,Female,Married,1.0,21.0,Mail Check,No,False,MODERATE,True,"Expected $58,926 but shows $37,835 (35.8% difference)",False,False
5302,47,6,Yes,89.29,40,Salary,285723.2,49.0,Manufacturing,Female,Single,1.0,10.0,Direct Deposit,No,False,MAJOR,True,"Expected $185,723 but shows $285,723 (53.8% difference)",False,False
5323,41,1,No,96.05,40,Salary,339784.0,33.0,Sales,Female,Divorced,4.0,15.0,Mail Check,Yes,False,MAJOR,True,"Expected $199,784 but shows $339,784 (70.1% difference)",True,False
5324,50,12,Yes,88.47,40,Salary,284017.6,49.0,Healthcare,Female,Married,5.0,10.0,Mail Check,Yes,False,MAJOR,True,"Expected $184,018 but shows $284,018 (54.3% difference)",False,False
5353,39,2,Yes,92.16,40,Salary,331692.8,86.0,Marketing,Female,Divorced,5.0,6.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $191,693 but shows $331,693 (73.0% difference)",True,False
5354,58,6,Yes,88.53,40,Salary,284142.4,36.0,Healthcare,Female,Single,8.0,19.0,Mail Check,No,False,MAJOR,True,"Expected $184,142 but shows $284,142 (54.3% difference)",False,False
5389,50,12,No,94.86,40,Salary,337308.8,43.0,Research,Male,Single,7.0,9.0,Mail Check,No,False,MAJOR,True,"Expected $197,309 but shows $337,309 (71.0% difference)",True,False
5392,42,8,No,87.53,40,Salary,282062.4,49.0,Laboratory,Female,Single,3.0,15.0,Direct Deposit,No,False,MAJOR,True,"Expected $182,062 but shows $282,062 (54.9% difference)",False,False
5400,50,8,No,89.07,40,Salary,285265.6,95.0,Human Resources,Female,Divorced,3.0,18.0,Mail Check,Yes,False,MAJOR,True,"Expected $185,266 but shows $285,266 (54.0% difference)",False,False
5411,42,6,No,90.77,40,Salary,288801.6,77.0,Laboratory,Male,Single,6.0,14.0,Mail Check,No,False,MAJOR,True,"Expected $188,802 but shows $288,802 (53.0% difference)",False,False
5422,37,7,No,57.4,40,Salary,133392.0,50.0,Healthcare,Female,Married,1.0,13.0,Direct Deposit,Yes,False,MINOR,True,"Expected $119,392 but shows $133,392 (11.7% difference)",False,False
5427,37,8,Yes,92.98,40,Salary,333398.4,49.0,Research,Female,Divorced,3.0,9.0,Mail Check,Yes,False,MAJOR,True,"Expected $193,398 but shows $333,398 (72.4% difference)",True,False
5438,21,1,No,21.65,40,Salary,4032.0,33.0,Research,Male,Single,2.0,6.0,Mail Check,Yes,False,MAJOR,True,"Expected $45,032 but shows $4,032 (91.0% difference)",False,False
5442,58,20,No,91.33,40,Salary,289966.4,1.0,Information Technology,Female,Single,8.0,15.0,Mail Check,No,False,MAJOR,True,"Expected $189,966 but shows $289,966 (52.6% difference)",True,False
5469,48,18,No,90.91,40,Salary,289092.8,89.0,Human Resources,Female,Divorced,5.0,13.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $189,093 but shows $289,093 (52.9% difference)",False,False
5482,40,6,No,94.82,40,Salary,337225.6,68.0,Sales,Male,Married,7.0,24.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $197,226 but shows $337,226 (71.0% difference)",True,False
5485,45,9,Yes,90.25,40,Salary,287720.0,75.0,Healthcare,Female,Married,4.0,21.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $187,720 but shows $287,720 (53.3% difference)",False,False
5498,49,8,No,86.75,40,Salary,280440.0,6.0,Research,Female,Single,6.0,18.0,Mail Check,No,False,MAJOR,True,"Expected $180,440 but shows $280,440 (55.4% difference)",False,False
5507,23,1,No,21.78,40,Salary,4302.4,83.0,Research,Male,Single,1.0,14.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $45,302 but shows $4,302 (90.5% difference)",False,False
5517,52,19,Yes,57.35,40,Salary,133288.0,25.0,Healthcare,Male,Divorced,1.0,15.0,Mail Check,Yes,False,MINOR,True,"Expected $119,288 but shows $133,288 (11.7% difference)",False,False
5538,53,14,Yes,94.86,40,Salary,337308.8,32.0,Sales,Female,Divorced,7.0,24.0,Mail Check,Yes,False,MAJOR,True,"Expected $197,309 but shows $337,309 (71.0% difference)",True,False
5541,54,17,Yes,90.64,40,Salary,288531.2,23.0,Human Resources,Male,Married,1.0,6.0,Mail Check,Yes,False,MAJOR,True,"Expected $188,531 but shows $288,531 (53.0% difference)",False,False
5553,47,8,No,87.15,40,Salary,281272.0,25.0,Research,Male,Divorced,2.0,8.0,Mail Check,Yes,False,MAJOR,True,"Expected $181,272 but shows $281,272 (55.2% difference)",False,False
5560,56,15,No,33.72,40,Salary,41017.6,78.0,Sales,Female,Married,2.0,15.0,Mail Check,No,False,MODERATE,True,"Expected $70,138 but shows $41,018 (41.5% difference)",False,False
5570,44,19,No,90.0,40,Salary,287200.0,30.0,Sales,Female,Single,4.0,11.0,Mail Check,No,False,MAJOR,True,"Expected $187,200 but shows $287,200 (53.4% difference)",False,False
5571,51,16,Yes,93.32,40,Salary,334105.6,31.0,Manufacturing,Female,Divorced,2.0,21.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $194,106 but shows $334,106 (72.1% difference)",True,False
5573,40,4,No,88.92,40,Salary,284953.6,87.0,Research,Male,Divorced,7.0,15.0,Mail Check,Yes,False,MAJOR,True,"Expected $184,954 but shows $284,954 (54.1% difference)",False,False
5574,53,18,No,92.56,40,Salary,332524.8,63.0,Manufacturing,Female,Single,3.0,13.0,Direct Deposit,No,False,MAJOR,True,"Expected $192,525 but shows $332,525 (72.7% difference)",True,False
5582,47,5,No,92.96,40,Salary,333356.8,25.0,Marketing,Prefer Not to Answer,Divorced,7.0,8.0,Mail Check,Yes,False,MAJOR,True,"Expected $193,357 but shows $333,357 (72.4% difference)",True,False
5586,54,9,No,91.59,40,Salary,330507.2,71.0,Human Resources,Male,Married,6.0,5.0,Mail Check,Yes,False,MAJOR,True,"Expected $190,507 but shows $330,507 (73.5% difference)",True,False
5603,47,18,No,93.53,40,Salary,334542.4,1.0,Manufacturing,Male,Divorced,8.0,15.0,Mail Check,Yes,False,MAJOR,True,"Expected $194,542 but shows $334,542 (72.0% difference)",True,False
5606,57,8,Yes,95.22,40,Salary,338057.6,15.0,Research,Prefer Not to Answer,Married,9.0,24.0,Mail Check,Yes,False,MAJOR,True,"Expected $198,058 but shows $338,058 (70.7% difference)",True,False
5609,36,5,Yes,28.04,40,Salary,37523.2,21.0,Sales,Female,Divorced,3.0,14.0,Mail Check,Yes,False,MODERATE,True,"Expected $58,323 but shows $37,523 (35.7% difference)",False,False
5614,43,5,No,88.33,40,Salary,283435.2,29.0,Human Resources,Male,Single,2.0,12.0,Mail Check,No,False,MAJOR,True,"Expected $183,726 but shows $283,435 (54.3% difference)",False,False
5627,37,7,No,92.51,40,Salary,332420.8,12.0,Manufacturing,Female,Single,6.0,19.0,Mail Check,No,False,MAJOR,True,"Expected $192,421 but shows $332,421 (72.8% difference)",True,False
5641,58,11,No,57.22,40,Salary,133017.6,65.0,Human Resources,Female,Divorced,1.0,25.0,Direct Deposit,Yes,False,MINOR,True,"Expected $119,018 but shows $133,018 (11.8% difference)",False,False
5655,55,9,Yes,95.01,40,Salary,337620.8,49.0,Information Technology,Female,Married,9.0,10.0,Mail Check,Yes,False,MAJOR,True,"Expected $197,621 but shows $337,621 (70.8% difference)",True,False
5661,44,7,No,91.02,40,Salary,289321.6,41.0,Healthcare,Female,Divorced,5.0,13.0,Mail Check,Yes,False,MAJOR,True,"Expected $189,322 but shows $289,322 (52.8% difference)",False,False
5668,38,2,No,95.14,40,Salary,337891.2,58.0,Marketing,Female,Married,2.0,13.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $197,891 but shows $337,891 (70.7% difference)",True,False
5670,31,2,No,28.76,40,Salary,39020.8,49.0,Laboratory,Male,Married,1.0,15.0,Mail Check,No,False,MODERATE,True,"Expected $59,821 but shows $39,021 (34.8% difference)",False,False
5674,32,1,No,28.57,40,Salary,38625.6,28.0,Human Resources,Female,Single,1.0,21.0,Direct Deposit,Yes,False,MODERATE,True,"Expected $59,426 but shows $38,626 (35.0% difference)",False,False
5676,61,10,No,93.08,40,Salary,333606.4,7.0,Healthcare,Female,Single,2.0,9.0,Mail Check,No,False,MAJOR,True,"Expected $193,606 but shows $333,606 (72.3% difference)",True,False
5683,57,7,Yes,89.28,40,Salary,285702.4,84.0,Healthcare,Female,Divorced,4.0,17.0,Mail Check,Yes,False,MAJOR,True,"Expected $185,702 but shows $285,702 (53.8% difference)",False,False
5685,47,14,Yes,93.73,40,Salary,334958.4,96.0,Human Resources,Female,Married,6.0,24.0,Mail Check,Yes,False,MAJOR,True,"Expected $194,958 but shows $334,958 (71.8% difference)",True,False
5689,42,2,Yes,87.22,40,Salary,281417.6,82.0,Human Resources,Female,Married,2.0,15.0,Mail Check,Yes,False,MAJOR,True,"Expected $181,418 but shows $281,418 (55.1% difference)",False,False
5694,47,18,Yes,94.72,40,Salary,337017.6,17.0,Marketing,Male,Married,4.0,19.0,Mail Check,Yes,False,MAJOR,True,"Expected $197,018 but shows $337,018 (71.1% difference)",True,False
5695,49,8,No,86.94,40,Salary,280835.2,27.0,Research,Female,Single,5.0,9.0,Mail Check,No,False,MAJOR,True,"Expected $180,835 but shows $280,835 (55.3% difference)",False,False
5714,56,6,No,92.4,40,Salary,332332.0,84.0,Research,Male,Married,7.0,18.0,Mail Check,Yes,False,MAJOR,True,"Expected $192,192 but shows $332,332 (72.9% difference)",True,False
5719,40,5,Yes,33.64,40,Salary,40851.2,79.0,Sales,Male,Single,1.0,15.0,Direct Deposit,Yes,False,MODERATE,True,"Expected $69,971 but shows $40,851 (41.6% difference)",False,False
5748,49,17,No,57.28,40,Salary,133142.4,49.0,Sales,Female,Divorced,3.0,23.0,Mail Check,Yes,False,MINOR,True,"Expected $119,142 but shows $133,142 (11.8% difference)",False,False
5749,53,6,Yes,57.28,40,Salary,133142.4,23.0,Sales,Female,Divorced,1.0,24.0,Direct Deposit,Yes,False,MINOR,True,"Expected $119,142 but shows $133,142 (11.8% difference)",False,False
5758,56,11,Yes,92.63,40,Salary,332670.4,82.0,Research,Female,Married,7.0,14.0,Mail Check,Yes,False,MAJOR,True,"Expected $192,670 but shows $332,670 (72.7% difference)",True,False
5761,34,8,Yes,28.59,40,Salary,38667.2,95.0,Information Technology,Male,Single,1.0,15.0,Mail Check,Yes,False,MODERATE,True,"Expected $59,467 but shows $38,667 (35.0% difference)",False,False
5766,54,5,No,95.53,40,Salary,338702.4,55.0,Laboratory,Male,Divorced,1.0,11.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $198,702 but shows $338,702 (70.5% difference)",True,False
5769,36,5,No,88.06,40,Salary,283164.8,20.0,Manufacturing,Female,Married,5.0,9.0,Mail Check,Yes,False,MAJOR,True,"Expected $183,165 but shows $283,165 (54.6% difference)",False,False
5774,37,7,Yes,88.39,40,Salary,283851.2,49.0,Marketing,Female,Single,6.0,23.0,Mail Check,No,False,MAJOR,True,"Expected $183,851 but shows $283,851 (54.4% difference)",False,False
5776,47,19,No,92.21,40,Salary,331796.8,60.0,Laboratory,Female,Divorced,1.0,15.0,Mail Check,Yes,False,MAJOR,True,"Expected $191,797 but shows $331,797 (73.0% difference)",True,False
5792,54,15,Yes,33.53,40,Salary,40622.4,33.0,Manufacturing,Male,Divorced,7.0,22.0,Mail Check,No,False,MODERATE,True,"Expected $69,742 but shows $40,622 (41.8% difference)",False,False
5796,36,2,No,95.17,40,Salary,337953.6,77.0,Marketing,Male,Married,6.0,16.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $197,954 but shows $337,954 (70.7% difference)",True,False
5807,51,5,No,87.72,40,Salary,282457.6,49.0,Information Technology,Female,Divorced,1.0,7.0,Mail Check,Yes,False,MAJOR,True,"Expected $182,458 but shows $282,458 (54.8% difference)",False,False
5809,50,6,No,90.07,40,Salary,287345.6,71.0,Sales,Male,Single,4.0,23.0,Direct Deposit,No,False,MAJOR,True,"Expected $187,346 but shows $287,346 (53.4% difference)",False,False
5812,27,1,Yes,22.03,40,Salary,4822.4,0.0,Research,Male,Divorced,3.0,9.0,Mail Check,Yes,False,MAJOR,True,"Expected $45,822 but shows $4,822 (89.5% difference)",False,False
5815,60,15,Yes,95.55,40,Salary,338744.0,66.0,Human Resources,Female,Divorced,1.0,10.0,Mail Check,Yes,False,MAJOR,True,"Expected $198,744 but shows $338,744 (70.4% difference)",True,False
5818,48,5,No,88.51,40,Salary,284100.8,17.0,Manufacturing,Prefer Not to Answer,Single,2.0,7.0,Direct Deposit,No,False,MAJOR,True,"Expected $184,101 but shows $284,101 (54.3% difference)",False,False
5824,54,6,No,95.48,40,Salary,338598.4,39.0,Sales,Female,Divorced,5.0,17.0,Mail Check,Yes,False,MAJOR,True,"Expected $198,598 but shows $338,598 (70.5% difference)",True,False
5841,39,3,No,90.83,40,Salary,288926.4,88.0,Sales,Female,Married,1.0,24.0,Mail Check,Yes,False,MAJOR,True,"Expected $188,926 but shows $288,926 (52.9% difference)",False,False
5871,44,19,Yes,33.96,40,Salary,41516.8,90.0,Research,Female,Single,5.0,15.0,Mail Check,Yes,False,MODERATE,True,"Expected $70,637 but shows $41,517 (41.2% difference)",False,False
5873,58,18,No,33.99,40,Salary,41579.2,49.0,Human Resources,Female,Divorced,8.0,24.0,Mail Check,No,False,MODERATE,True,"Expected $70,699 but shows $41,579 (41.2% difference)",False,False
5877,56,14,Yes,94.91,40,Salary,337412.8,77.0,Research,Female,Single,1.0,21.0,Mail Check,No,False,MAJOR,True,"Expected $197,413 but shows $337,413 (70.9% difference)",True,False
5885,46,10,No,92.86,40,Salary,333148.8,64.0,Marketing,Female,Single,7.0,19.0,Mail Check,No,False,MAJOR,True,"Expected $193,149 but shows $333,149 (72.5% difference)",True,False
5889,48,20,Yes,95.76,40,Salary,339280.8,95.0,Information Technology,Female,Divorced,5.0,15.0,Mail Check,Yes,False,MAJOR,True,"Expected $199,181 but shows $339,281 (70.3% difference)",True,False
5891,37,4,Yes,89.8,40,Salary,286784.0,3.0,Manufacturing,Male,Divorced,5.0,19.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $186,784 but shows $286,784 (53.5% difference)",False,False
5895,50,7,Yes,87.52,40,Salary,282041.6,35.0,Healthcare,Male,Single,8.0,20.0,Mail Check,No,False,MAJOR,True,"Expected $182,042 but shows $282,042 (54.9% difference)",False,False
5902,50,20,Yes,89.52,40,Salary,286201.6,61.0,Marketing,Male,Divorced,4.0,19.0,Mail Check,Yes,False,MAJOR,True,"Expected $186,202 but shows $286,202 (53.7% difference)",False,False
5907,54,19,No,90.81,40,Salary,288884.8,7.0,Manufacturing,Female,Single,1.0,15.0,Mail Check,No,False,MAJOR,True,"Expected $188,885 but shows $288,885 (52.9% difference)",False,False
5911,41,2,No,94.58,40,Salary,336726.4,55.0,Laboratory,Prefer Not to Answer,Single,2.0,15.0,Mail Check,No,False,MAJOR,True,"Expected $196,726 but shows $336,726 (71.2% difference)",True,False
5914,31,8,No,28.26,40,Salary,37980.8,59.0,Human Resources,Female,Single,2.0,22.0,Mail Check,Yes,False,MODERATE,True,"Expected $58,781 but shows $37,981 (35.4% difference)",False,False
5918,45,5,No,91.16,40,Salary,289612.8,31.0,Research,Female,Single,7.0,8.0,Mail Check,No,False,MAJOR,True,"Expected $189,613 but shows $289,613 (52.7% difference)",True,False
